positive label,label tax group,pool label,pool tax group,Baltimore,N in class,Features,k,AUC
Aves,class,Chordata,phylum,RNA,185,DNA,6,0.96
Aves,class,Chordata,phylum,RNA,185,DNA,7,0.968
Aves,class,Chordata,phylum,RNA,185,DNA,8,0.967
Aves,class,Chordata,phylum,RNA,185,DNA,9,0.976
Aves,class,Chordata,phylum,RNA,185,AA,1,0.802
Aves,class,Chordata,phylum,RNA,185,AA,2,0.87
Aves,class,Chordata,phylum,RNA,185,AA,3,0.954
Aves,class,Chordata,phylum,RNA,185,AA,4,0.975
Aves,class,Chordata,phylum,RNA,185,PC,1,0.653
Aves,class,Chordata,phylum,RNA,185,PC,2,0.738
Aves,class,Chordata,phylum,RNA,185,PC,3,0.845
Aves,class,Chordata,phylum,RNA,185,PC,4,0.927
Aves,class,Chordata,phylum,RNA,185,PC,5,0.951
Aves,class,Chordata,phylum,RNA,185,PC,6,0.974
Aves,class,Chordata,phylum,RNA,185,Domains,0,0.929
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,1,0.555
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,2,0.917
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,3,0.938
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,4,0.891
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,5,0.918
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,6,0.95
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,7,0.962
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,8,0.962
Chordata,phylum,Metazoa,kingdom,RNA,250,DNA,9,0.955
Chordata,phylum,Metazoa,kingdom,RNA,250,AA,1,0.912
Chordata,phylum,Metazoa,kingdom,RNA,250,AA,2,0.921
Chordata,phylum,Metazoa,kingdom,RNA,250,AA,3,0.958
Chordata,phylum,Metazoa,kingdom,RNA,250,AA,4,0.959
Chordata,phylum,Metazoa,kingdom,RNA,250,PC,1,0.717
Chordata,phylum,Metazoa,kingdom,RNA,250,PC,2,0.868
Chordata,phylum,Metazoa,kingdom,RNA,250,PC,3,0.894
Chordata,phylum,Metazoa,kingdom,RNA,250,PC,4,0.942
Chordata,phylum,Metazoa,kingdom,RNA,250,PC,5,0.967
Chordata,phylum,Metazoa,kingdom,RNA,250,PC,6,0.962
Chordata,phylum,Metazoa,kingdom,RNA,250,Domains,0,0.959
Hymenoptera,order,Insecta,class,RNA,38,DNA,1,0.85
Hymenoptera,order,Insecta,class,RNA,38,DNA,2,0.95
Hymenoptera,order,Insecta,class,RNA,38,DNA,3,0.8
Hymenoptera,order,Insecta,class,RNA,38,DNA,4,0.825
Hymenoptera,order,Insecta,class,RNA,38,DNA,5,0.938
Hymenoptera,order,Insecta,class,RNA,38,DNA,6,0.912
Hymenoptera,order,Insecta,class,RNA,38,DNA,7,0.9
Hymenoptera,order,Insecta,class,RNA,38,DNA,8,0.925
Hymenoptera,order,Insecta,class,RNA,38,DNA,9,0.9
Hymenoptera,order,Insecta,class,RNA,38,AA,1,1.0
Hymenoptera,order,Insecta,class,RNA,38,AA,2,0.962
Hymenoptera,order,Insecta,class,RNA,38,AA,3,0.988
Hymenoptera,order,Insecta,class,RNA,38,AA,4,0.925
Hymenoptera,order,Insecta,class,RNA,38,PC,1,0.812
Hymenoptera,order,Insecta,class,RNA,38,PC,2,0.675
Hymenoptera,order,Insecta,class,RNA,38,PC,3,0.925
Hymenoptera,order,Insecta,class,RNA,38,PC,4,0.975
Hymenoptera,order,Insecta,class,RNA,38,PC,5,1.0
Hymenoptera,order,Insecta,class,RNA,38,PC,6,0.962
Hymenoptera,order,Insecta,class,RNA,38,Domains,0,0.962
Aedes,genus,Culicidae,family,RNA,47,DNA,1,0.635
Aedes,genus,Culicidae,family,RNA,47,DNA,2,0.594
Aedes,genus,Culicidae,family,RNA,47,DNA,3,0.885
Aedes,genus,Culicidae,family,RNA,47,DNA,4,0.865
Aedes,genus,Culicidae,family,RNA,47,DNA,5,0.656
Aedes,genus,Culicidae,family,RNA,47,DNA,6,0.708
Aedes,genus,Culicidae,family,RNA,47,DNA,7,0.792
Aedes,genus,Culicidae,family,RNA,47,DNA,8,0.771
Aedes,genus,Culicidae,family,RNA,47,DNA,9,0.812
Aedes,genus,Culicidae,family,RNA,47,AA,1,0.792
Aedes,genus,Culicidae,family,RNA,47,AA,2,0.552
Aedes,genus,Culicidae,family,RNA,47,AA,3,0.844
Aedes,genus,Culicidae,family,RNA,47,AA,4,0.875
Aedes,genus,Culicidae,family,RNA,47,PC,1,0.677
Aedes,genus,Culicidae,family,RNA,47,PC,2,0.792
Aedes,genus,Culicidae,family,RNA,47,PC,3,0.615
Aedes,genus,Culicidae,family,RNA,47,PC,4,0.906
Aedes,genus,Culicidae,family,RNA,47,PC,5,0.917
Aedes,genus,Culicidae,family,RNA,47,PC,6,0.917
Aedes,genus,Culicidae,family,RNA,47,Domains,0,0.698
Culex,genus,Culicidae,family,RNA,74,DNA,1,0.714
Culex,genus,Culicidae,family,RNA,74,DNA,2,0.8
Culex,genus,Culicidae,family,RNA,74,DNA,3,0.852
Culex,genus,Culicidae,family,RNA,74,DNA,4,0.81
Culex,genus,Culicidae,family,RNA,74,DNA,5,0.795
Culex,genus,Culicidae,family,RNA,74,DNA,6,0.81
Culex,genus,Culicidae,family,RNA,74,DNA,7,0.824
Culex,genus,Culicidae,family,RNA,74,DNA,8,0.819
Culex,genus,Culicidae,family,RNA,74,DNA,9,0.79
Culex,genus,Culicidae,family,RNA,74,AA,1,0.604
Culex,genus,Culicidae,family,RNA,74,AA,2,0.8
Culex,genus,Culicidae,family,RNA,74,AA,3,0.836
Culex,genus,Culicidae,family,RNA,74,AA,4,0.871
Culex,genus,Culicidae,family,RNA,74,PC,1,0.573
Culex,genus,Culicidae,family,RNA,74,PC,2,0.529
Culex,genus,Culicidae,family,RNA,74,PC,3,0.756
Culex,genus,Culicidae,family,RNA,74,PC,4,0.809
Culex,genus,Culicidae,family,RNA,74,PC,5,0.831
Culex,genus,Culicidae,family,RNA,74,PC,6,0.849
Culex,genus,Culicidae,family,RNA,74,Domains,0,0.851
Culicidae,family,Diptera,order,RNA,174,DNA,1,0.557
Culicidae,family,Diptera,order,RNA,174,DNA,2,0.843
Culicidae,family,Diptera,order,RNA,174,DNA,3,0.931
Culicidae,family,Diptera,order,RNA,174,DNA,4,0.863
Culicidae,family,Diptera,order,RNA,174,DNA,5,0.889
Culicidae,family,Diptera,order,RNA,174,DNA,6,0.91
Culicidae,family,Diptera,order,RNA,174,DNA,7,0.904
Culicidae,family,Diptera,order,RNA,174,DNA,8,0.894
Culicidae,family,Diptera,order,RNA,174,DNA,9,0.875
Culicidae,family,Diptera,order,RNA,174,AA,1,0.845
Culicidae,family,Diptera,order,RNA,174,AA,2,0.898
Culicidae,family,Diptera,order,RNA,174,AA,3,0.91
Culicidae,family,Diptera,order,RNA,174,AA,4,0.906
Culicidae,family,Diptera,order,RNA,174,PC,1,0.689
Culicidae,family,Diptera,order,RNA,174,PC,2,0.831
Culicidae,family,Diptera,order,RNA,174,PC,3,0.843
Culicidae,family,Diptera,order,RNA,174,PC,4,0.899
Culicidae,family,Diptera,order,RNA,174,PC,5,0.887
Culicidae,family,Diptera,order,RNA,174,PC,6,0.893
Culicidae,family,Diptera,order,RNA,174,Domains,0,0.814
Diptera,order,Insecta,class,RNA,246,DNA,1,0.672
Diptera,order,Insecta,class,RNA,246,DNA,2,0.799
Diptera,order,Insecta,class,RNA,246,DNA,3,0.864
Diptera,order,Insecta,class,RNA,246,DNA,4,0.857
Diptera,order,Insecta,class,RNA,246,DNA,5,0.877
Diptera,order,Insecta,class,RNA,246,DNA,6,0.907
Diptera,order,Insecta,class,RNA,246,DNA,7,0.922
Diptera,order,Insecta,class,RNA,246,DNA,8,0.918
Diptera,order,Insecta,class,RNA,246,DNA,9,0.922
Diptera,order,Insecta,class,RNA,246,AA,1,0.827
Diptera,order,Insecta,class,RNA,246,AA,2,0.798
Diptera,order,Insecta,class,RNA,246,AA,3,0.917
Diptera,order,Insecta,class,RNA,246,AA,4,0.928
Diptera,order,Insecta,class,RNA,246,PC,1,0.706
Diptera,order,Insecta,class,RNA,246,PC,2,0.8
Diptera,order,Insecta,class,RNA,246,PC,3,0.783
Diptera,order,Insecta,class,RNA,246,PC,4,0.874
Diptera,order,Insecta,class,RNA,246,PC,5,0.934
Diptera,order,Insecta,class,RNA,246,PC,6,0.93
Diptera,order,Insecta,class,RNA,246,Domains,0,0.86
Lepidoptera,order,Insecta,class,RNA,40,DNA,1,0.545
Lepidoptera,order,Insecta,class,RNA,40,DNA,2,0.909
Lepidoptera,order,Insecta,class,RNA,40,DNA,3,0.792
Lepidoptera,order,Insecta,class,RNA,40,DNA,4,0.753
Lepidoptera,order,Insecta,class,RNA,40,DNA,5,0.831
Lepidoptera,order,Insecta,class,RNA,40,DNA,6,0.805
Lepidoptera,order,Insecta,class,RNA,40,DNA,7,0.831
Lepidoptera,order,Insecta,class,RNA,40,DNA,8,0.818
Lepidoptera,order,Insecta,class,RNA,40,DNA,9,0.831
Lepidoptera,order,Insecta,class,RNA,40,AA,1,0.831
Lepidoptera,order,Insecta,class,RNA,40,AA,2,0.948
Lepidoptera,order,Insecta,class,RNA,40,AA,3,0.896
Lepidoptera,order,Insecta,class,RNA,40,AA,4,0.883
Lepidoptera,order,Insecta,class,RNA,40,PC,1,0.571
Lepidoptera,order,Insecta,class,RNA,40,PC,2,0.883
Lepidoptera,order,Insecta,class,RNA,40,PC,3,0.779
Lepidoptera,order,Insecta,class,RNA,40,PC,4,0.935
Lepidoptera,order,Insecta,class,RNA,40,PC,5,0.968
Lepidoptera,order,Insecta,class,RNA,40,PC,6,0.974
Lepidoptera,order,Insecta,class,RNA,40,Domains,0,0.675
Hemiptera,order,Insecta,class,RNA,50,DNA,1,0.139
Hemiptera,order,Insecta,class,RNA,50,DNA,2,0.806
Hemiptera,order,Insecta,class,RNA,50,DNA,3,0.708
Hemiptera,order,Insecta,class,RNA,50,DNA,4,0.625
Hemiptera,order,Insecta,class,RNA,50,DNA,5,0.722
Hemiptera,order,Insecta,class,RNA,50,DNA,6,0.806
Hemiptera,order,Insecta,class,RNA,50,DNA,7,0.875
Hemiptera,order,Insecta,class,RNA,50,DNA,8,0.903
Hemiptera,order,Insecta,class,RNA,50,DNA,9,0.931
Hemiptera,order,Insecta,class,RNA,50,AA,1,0.653
Hemiptera,order,Insecta,class,RNA,50,AA,2,0.639
Hemiptera,order,Insecta,class,RNA,50,AA,3,0.958
Hemiptera,order,Insecta,class,RNA,50,AA,4,0.917
Hemiptera,order,Insecta,class,RNA,50,PC,1,0.472
Hemiptera,order,Insecta,class,RNA,50,PC,2,0.556
Hemiptera,order,Insecta,class,RNA,50,PC,3,0.75
Hemiptera,order,Insecta,class,RNA,50,PC,4,0.736
Hemiptera,order,Insecta,class,RNA,50,PC,5,0.764
Hemiptera,order,Insecta,class,RNA,50,PC,6,0.708
Hemiptera,order,Insecta,class,RNA,50,Domains,0,0.868
Insecta,class,Arthropoda,phylum,RNA,250,DNA,1,0.728
Insecta,class,Arthropoda,phylum,RNA,250,DNA,2,0.828
Insecta,class,Arthropoda,phylum,RNA,250,DNA,3,0.896
Insecta,class,Arthropoda,phylum,RNA,250,DNA,4,0.814
Insecta,class,Arthropoda,phylum,RNA,250,DNA,5,0.865
Insecta,class,Arthropoda,phylum,RNA,250,DNA,6,0.897
Insecta,class,Arthropoda,phylum,RNA,250,DNA,7,0.905
Insecta,class,Arthropoda,phylum,RNA,250,DNA,8,0.886
Insecta,class,Arthropoda,phylum,RNA,250,DNA,9,0.877
Insecta,class,Arthropoda,phylum,RNA,250,AA,1,0.863
Insecta,class,Arthropoda,phylum,RNA,250,AA,2,0.858
Insecta,class,Arthropoda,phylum,RNA,250,AA,3,0.884
Insecta,class,Arthropoda,phylum,RNA,250,AA,4,0.93
Insecta,class,Arthropoda,phylum,RNA,250,PC,1,0.767
Insecta,class,Arthropoda,phylum,RNA,250,PC,2,0.816
Insecta,class,Arthropoda,phylum,RNA,250,PC,3,0.77
Insecta,class,Arthropoda,phylum,RNA,250,PC,4,0.859
Insecta,class,Arthropoda,phylum,RNA,250,PC,5,0.9
Insecta,class,Arthropoda,phylum,RNA,250,PC,6,0.926
Insecta,class,Arthropoda,phylum,RNA,250,Domains,0,0.945
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,1,0.76
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,2,0.896
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,3,0.875
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,4,0.948
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,5,0.969
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,6,0.979
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,7,0.958
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,8,0.938
Ixodidae,family,Arthropoda,phylum,RNA,48,DNA,9,0.917
Ixodidae,family,Arthropoda,phylum,RNA,48,AA,1,0.838
Ixodidae,family,Arthropoda,phylum,RNA,48,AA,2,0.862
Ixodidae,family,Arthropoda,phylum,RNA,48,AA,3,0.825
Ixodidae,family,Arthropoda,phylum,RNA,48,AA,4,0.9
Ixodidae,family,Arthropoda,phylum,RNA,48,PC,1,0.725
Ixodidae,family,Arthropoda,phylum,RNA,48,PC,2,0.688
Ixodidae,family,Arthropoda,phylum,RNA,48,PC,3,0.712
Ixodidae,family,Arthropoda,phylum,RNA,48,PC,4,0.788
Ixodidae,family,Arthropoda,phylum,RNA,48,PC,5,0.888
Ixodidae,family,Arthropoda,phylum,RNA,48,PC,6,0.862
Ixodidae,family,Arthropoda,phylum,RNA,48,Domains,0,0.875
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,1,0.31
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,2,0.893
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,3,0.726
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,4,0.869
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,5,0.94
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,6,0.952
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,7,0.952
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,8,0.917
Ixodida,order,Arthropoda,phylum,RNA,61,DNA,9,0.905
Ixodida,order,Arthropoda,phylum,RNA,61,AA,1,0.857
Ixodida,order,Arthropoda,phylum,RNA,61,AA,2,0.776
Ixodida,order,Arthropoda,phylum,RNA,61,AA,3,0.898
Ixodida,order,Arthropoda,phylum,RNA,61,AA,4,1.0
Ixodida,order,Arthropoda,phylum,RNA,61,PC,1,0.52
Ixodida,order,Arthropoda,phylum,RNA,61,PC,2,0.755
Ixodida,order,Arthropoda,phylum,RNA,61,PC,3,0.653
Ixodida,order,Arthropoda,phylum,RNA,61,PC,4,0.918
Ixodida,order,Arthropoda,phylum,RNA,61,PC,5,0.969
Ixodida,order,Arthropoda,phylum,RNA,61,PC,6,1.0
Ixodida,order,Arthropoda,phylum,RNA,61,Domains,0,0.959
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,1,0.514
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,2,0.852
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,3,0.895
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,4,0.948
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,5,0.919
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,6,0.881
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,7,0.919
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,8,0.929
Arachnida,class,Arthropoda,phylum,RNA,70,DNA,9,0.919
Arachnida,class,Arthropoda,phylum,RNA,70,AA,1,0.821
Arachnida,class,Arthropoda,phylum,RNA,70,AA,2,0.878
Arachnida,class,Arthropoda,phylum,RNA,70,AA,3,0.908
Arachnida,class,Arthropoda,phylum,RNA,70,AA,4,0.959
Arachnida,class,Arthropoda,phylum,RNA,70,PC,1,0.699
Arachnida,class,Arthropoda,phylum,RNA,70,PC,2,0.745
Arachnida,class,Arthropoda,phylum,RNA,70,PC,3,0.704
Arachnida,class,Arthropoda,phylum,RNA,70,PC,4,0.878
Arachnida,class,Arthropoda,phylum,RNA,70,PC,5,0.857
Arachnida,class,Arthropoda,phylum,RNA,70,PC,6,0.852
Arachnida,class,Arthropoda,phylum,RNA,70,Domains,0,0.953
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,1,0.589
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,2,0.742
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,3,0.831
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,4,0.861
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,5,0.875
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,6,0.923
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,7,0.923
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,8,0.894
Arthropoda,phylum,Metazoa,kingdom,RNA,250,DNA,9,0.881
Arthropoda,phylum,Metazoa,kingdom,RNA,250,AA,1,0.824
Arthropoda,phylum,Metazoa,kingdom,RNA,250,AA,2,0.854
Arthropoda,phylum,Metazoa,kingdom,RNA,250,AA,3,0.927
Arthropoda,phylum,Metazoa,kingdom,RNA,250,AA,4,0.953
Arthropoda,phylum,Metazoa,kingdom,RNA,250,PC,1,0.657
Arthropoda,phylum,Metazoa,kingdom,RNA,250,PC,2,0.734
Arthropoda,phylum,Metazoa,kingdom,RNA,250,PC,3,0.763
Arthropoda,phylum,Metazoa,kingdom,RNA,250,PC,4,0.872
Arthropoda,phylum,Metazoa,kingdom,RNA,250,PC,5,0.902
Arthropoda,phylum,Metazoa,kingdom,RNA,250,PC,6,0.937
Arthropoda,phylum,Metazoa,kingdom,RNA,250,Domains,0,0.92
