label,label_tax,pool_label,pool_tax,Baltimore,N,Features,k,AUC,Acc,Spec,Sens,FDR,TP,TN,FP,FN
Mus,genus,Muridae,family,all,146,DNA,2,0.763,0.7,0.79,0.61,0.27,11,15,4,7
Mus,genus,Muridae,family,all,146,DNA,3,0.81,0.76,0.79,0.72,0.24,13,15,4,5
Mus,genus,Muridae,family,all,146,DNA,4,0.775,0.76,0.74,0.78,0.26,14,14,5,4
Mus,genus,Muridae,family,all,146,DNA,5,0.833,0.73,0.63,0.83,0.32,15,12,7,3
Mus,genus,Muridae,family,all,146,DNA,6,0.904,0.78,0.79,0.78,0.22,14,15,4,4
Mus,genus,Muridae,family,all,146,DNA,7,0.906,0.81,0.84,0.78,0.18,14,16,3,4
Mus,genus,Muridae,family,all,146,DNA,8,0.933,0.81,0.95,0.67,0.08,12,18,1,6
Mus,genus,Muridae,family,all,146,DNA,9,0.851,0.84,0.95,0.72,0.07,13,18,1,5
Mus,genus,Muridae,family,all,146,AA,1,0.532,0.59,0.58,0.61,0.42,11,11,8,7
Mus,genus,Muridae,family,all,146,AA,2,0.798,0.76,0.74,0.78,0.26,14,14,5,4
Mus,genus,Muridae,family,all,146,AA,3,0.871,0.78,0.84,0.72,0.19,13,16,3,5
Mus,genus,Muridae,family,all,146,AA,4,0.915,0.86,0.89,0.83,0.12,15,17,2,3
Mus,genus,Muridae,family,all,146,PC,1,0.573,0.46,0.58,0.33,0.57,6,11,8,12
Mus,genus,Muridae,family,all,146,PC,2,0.817,0.73,0.74,0.72,0.28,13,14,5,5
Mus,genus,Muridae,family,all,146,PC,3,0.744,0.7,0.74,0.67,0.29,12,14,5,6
Mus,genus,Muridae,family,all,146,PC,4,0.901,0.81,0.84,0.78,0.18,14,16,3,4
Mus,genus,Muridae,family,all,146,PC,5,0.813,0.78,0.79,0.78,0.22,14,15,4,4
Mus,genus,Muridae,family,all,146,PC,6,0.898,0.76,0.74,0.78,0.26,14,14,5,4
Mus,genus,Muridae,family,all,146,Domains,0,0.857,0.76,0.89,0.61,0.15,11,17,2,7
Rattus norvegicus,species,Muridae,family,all,80,DNA,1,0.61,0.3,0.4,0.2,0.75,2,4,6,8
Rattus norvegicus,species,Muridae,family,all,80,DNA,2,0.59,0.6,0.7,0.5,0.38,5,7,3,5
Rattus norvegicus,species,Muridae,family,all,80,DNA,3,0.65,0.7,0.7,0.7,0.3,7,7,3,3
Rattus norvegicus,species,Muridae,family,all,80,DNA,4,0.79,0.8,0.7,0.9,0.25,9,7,3,1
Rattus norvegicus,species,Muridae,family,all,80,DNA,5,0.58,0.6,0.6,0.6,0.4,6,6,4,4
Rattus norvegicus,species,Muridae,family,all,80,DNA,6,0.62,0.55,0.5,0.6,0.45,6,5,5,4
Rattus norvegicus,species,Muridae,family,all,80,DNA,7,0.73,0.6,0.6,0.6,0.4,6,6,4,4
Rattus norvegicus,species,Muridae,family,all,80,DNA,8,0.79,0.7,0.6,0.8,0.33,8,6,4,2
Rattus norvegicus,species,Muridae,family,all,80,DNA,9,0.93,0.9,0.8,1.0,0.17,10,8,2,0
Rattus norvegicus,species,Muridae,family,all,80,AA,1,0.73,0.7,0.7,0.7,0.3,7,7,3,3
Rattus norvegicus,species,Muridae,family,all,80,AA,2,0.68,0.65,0.9,0.4,0.2,4,9,1,6
Rattus norvegicus,species,Muridae,family,all,80,AA,3,0.45,0.5,0.6,0.4,0.5,4,6,4,6
Rattus norvegicus,species,Muridae,family,all,80,AA,4,0.65,0.6,0.6,0.6,0.4,6,6,4,4
Rattus norvegicus,species,Muridae,family,all,80,PC,1,0.705,0.7,0.7,0.7,0.3,7,7,3,3
Rattus norvegicus,species,Muridae,family,all,80,PC,2,0.52,0.55,0.5,0.6,0.45,6,5,5,4
Rattus norvegicus,species,Muridae,family,all,80,PC,3,0.6,0.55,0.5,0.6,0.45,6,5,5,4
Rattus norvegicus,species,Muridae,family,all,80,PC,4,0.6,0.55,0.7,0.4,0.43,4,7,3,6
Rattus norvegicus,species,Muridae,family,all,80,PC,5,0.68,0.55,0.7,0.4,0.43,4,7,3,6
Rattus norvegicus,species,Muridae,family,all,80,PC,6,0.66,0.55,0.5,0.6,0.45,6,5,5,4
Rattus norvegicus,species,Muridae,family,all,80,Domains,0,0.795,0.7,0.8,0.6,0.25,6,8,2,4
Rattus,genus,Muridae,family,all,96,DNA,1,0.229,0.71,0.83,0.58,0.22,7,10,2,5
Rattus,genus,Muridae,family,all,96,DNA,2,0.889,0.79,0.58,1.0,0.29,12,7,5,0
Rattus,genus,Muridae,family,all,96,DNA,3,0.944,0.88,1.0,0.75,0.0,9,12,0,3
Rattus,genus,Muridae,family,all,96,DNA,4,1.0,1.0,1.0,1.0,0.0,12,12,0,0
Rattus,genus,Muridae,family,all,96,DNA,5,0.938,0.92,0.92,0.92,0.08,11,11,1,1
Rattus,genus,Muridae,family,all,96,DNA,6,0.837,0.75,0.92,0.58,0.12,7,11,1,5
Rattus,genus,Muridae,family,all,96,DNA,7,0.757,0.62,0.67,0.58,0.36,7,8,4,5
Rattus,genus,Muridae,family,all,96,DNA,8,0.76,0.67,0.75,0.58,0.3,7,9,3,5
Rattus,genus,Muridae,family,all,96,DNA,9,0.764,0.5,0.83,0.17,0.5,2,10,2,10
Rattus,genus,Muridae,family,all,96,AA,1,0.715,0.75,0.75,0.75,0.25,9,9,3,3
Rattus,genus,Muridae,family,all,96,AA,2,0.875,0.79,0.92,0.67,0.11,8,11,1,4
Rattus,genus,Muridae,family,all,96,AA,3,0.764,0.71,0.83,0.58,0.22,7,10,2,5
Rattus,genus,Muridae,family,all,96,AA,4,0.896,0.67,0.92,0.42,0.17,5,11,1,7
Rattus,genus,Muridae,family,all,96,PC,1,0.736,0.71,0.75,0.67,0.27,8,9,3,4
Rattus,genus,Muridae,family,all,96,PC,2,0.771,0.75,0.92,0.58,0.12,7,11,1,5
Rattus,genus,Muridae,family,all,96,PC,3,0.75,0.71,0.83,0.58,0.22,7,10,2,5
Rattus,genus,Muridae,family,all,96,PC,4,0.611,0.58,0.75,0.42,0.38,5,9,3,7
Rattus,genus,Muridae,family,all,96,PC,5,0.715,0.71,0.92,0.5,0.14,6,11,1,6
Rattus,genus,Muridae,family,all,96,PC,6,0.889,0.62,0.92,0.33,0.2,4,11,1,8
Rattus,genus,Muridae,family,all,96,Domains,0,0.965,0.96,0.92,1.0,0.08,12,11,1,0
Muridae,family,Rodentia,order,all,197,DNA,1,0.456,0.56,0.0,1.0,0.44,28,0,22,0
Muridae,family,Rodentia,order,all,197,DNA,2,0.75,0.64,0.45,0.79,0.35,22,10,12,6
Muridae,family,Rodentia,order,all,197,DNA,3,0.793,0.76,0.77,0.75,0.19,21,17,5,7
Muridae,family,Rodentia,order,all,197,DNA,4,0.528,0.6,0.45,0.71,0.38,20,10,12,8
Muridae,family,Rodentia,order,all,197,DNA,5,0.685,0.7,0.55,0.82,0.3,23,12,10,5
Muridae,family,Rodentia,order,all,197,DNA,6,0.753,0.6,0.45,0.71,0.38,20,10,12,8
Muridae,family,Rodentia,order,all,197,DNA,7,0.817,0.7,0.55,0.82,0.3,23,12,10,5
Muridae,family,Rodentia,order,all,197,DNA,8,0.817,0.68,0.41,0.89,0.34,25,9,13,3
Muridae,family,Rodentia,order,all,197,DNA,9,0.797,0.68,0.32,0.96,0.36,27,7,15,1
Muridae,family,Rodentia,order,all,197,AA,1,0.644,0.64,0.5,0.75,0.34,21,11,11,7
Muridae,family,Rodentia,order,all,197,AA,2,0.568,0.56,0.41,0.68,0.41,19,9,13,9
Muridae,family,Rodentia,order,all,197,AA,3,0.708,0.6,0.5,0.68,0.37,19,11,11,9
Muridae,family,Rodentia,order,all,197,AA,4,0.831,0.72,0.41,0.96,0.33,27,9,13,1
Muridae,family,Rodentia,order,all,197,PC,1,0.565,0.5,0.0,0.89,0.47,25,0,22,3
Muridae,family,Rodentia,order,all,197,PC,2,0.61,0.62,0.5,0.71,0.35,20,11,11,8
Muridae,family,Rodentia,order,all,197,PC,3,0.602,0.62,0.55,0.68,0.34,19,12,10,9
Muridae,family,Rodentia,order,all,197,PC,4,0.688,0.68,0.5,0.82,0.32,23,11,11,5
Muridae,family,Rodentia,order,all,197,PC,5,0.687,0.62,0.41,0.79,0.37,22,9,13,6
Muridae,family,Rodentia,order,all,197,PC,6,0.815,0.68,0.36,0.93,0.35,26,8,14,2
Muridae,family,Rodentia,order,all,197,Domains,0,0.649,0.64,0.55,0.71,0.33,20,12,10,8
Cricetidae,family,Rodentia,order,all,155,DNA,1,0.394,0.59,1.0,0.0,NA,0,23,0,16
Cricetidae,family,Rodentia,order,all,155,DNA,2,0.658,0.59,0.7,0.44,0.5,7,16,7,9
Cricetidae,family,Rodentia,order,all,155,DNA,3,0.584,0.56,0.57,0.56,0.53,9,13,10,7
Cricetidae,family,Rodentia,order,all,155,DNA,4,0.399,0.59,0.74,0.38,0.5,6,17,6,10
Cricetidae,family,Rodentia,order,all,155,DNA,5,0.56,0.51,0.52,0.5,0.58,8,12,11,8
Cricetidae,family,Rodentia,order,all,155,DNA,6,0.639,0.59,0.61,0.56,0.5,9,14,9,7
Cricetidae,family,Rodentia,order,all,155,DNA,7,0.693,0.64,0.61,0.69,0.45,11,14,9,5
Cricetidae,family,Rodentia,order,all,155,DNA,8,0.777,0.64,0.7,0.56,0.44,9,16,7,7
Cricetidae,family,Rodentia,order,all,155,DNA,9,0.712,0.64,0.7,0.56,0.44,9,16,7,7
Cricetidae,family,Rodentia,order,all,155,AA,1,0.622,0.62,0.65,0.56,0.47,9,15,8,7
Cricetidae,family,Rodentia,order,all,155,AA,2,0.707,0.67,0.65,0.69,0.42,11,15,8,5
Cricetidae,family,Rodentia,order,all,155,AA,3,0.773,0.77,0.78,0.75,0.29,12,18,5,4
Cricetidae,family,Rodentia,order,all,155,AA,4,0.766,0.69,0.83,0.5,0.33,8,19,4,8
Cricetidae,family,Rodentia,order,all,155,PC,1,0.457,0.59,0.7,0.44,0.5,7,16,7,9
Cricetidae,family,Rodentia,order,all,155,PC,2,0.535,0.51,0.61,0.38,0.6,6,14,9,10
Cricetidae,family,Rodentia,order,all,155,PC,3,0.633,0.59,0.57,0.62,0.5,10,13,10,6
Cricetidae,family,Rodentia,order,all,155,PC,4,0.679,0.69,0.65,0.75,0.4,12,15,8,4
Cricetidae,family,Rodentia,order,all,155,PC,5,0.753,0.67,0.65,0.69,0.42,11,15,8,5
Cricetidae,family,Rodentia,order,all,155,PC,6,0.755,0.67,0.83,0.44,0.36,7,19,4,9
Cricetidae,family,Rodentia,order,all,155,Domains,0,0.64,0.64,0.61,0.69,0.45,11,14,9,5
Rodentia,order,Mammalia,class,all,614,DNA,1,0.54,0.49,0.62,0.35,0.54,26,49,30,49
Rodentia,order,Mammalia,class,all,614,DNA,2,0.638,0.59,0.66,0.52,0.41,39,52,27,36
Rodentia,order,Mammalia,class,all,614,DNA,3,0.8,0.74,0.76,0.72,0.26,54,60,19,21
Rodentia,order,Mammalia,class,all,614,DNA,4,0.834,0.75,0.77,0.73,0.25,55,61,18,20
Rodentia,order,Mammalia,class,all,614,DNA,5,0.802,0.75,0.75,0.75,0.26,56,59,20,19
Rodentia,order,Mammalia,class,all,614,DNA,6,0.83,0.75,0.77,0.72,0.25,54,61,18,21
Rodentia,order,Mammalia,class,all,614,DNA,7,0.881,0.81,0.82,0.8,0.19,60,65,14,15
Rodentia,order,Mammalia,class,all,614,DNA,8,0.894,0.82,0.81,0.84,0.19,63,64,15,12
Rodentia,order,Mammalia,class,all,614,DNA,9,0.891,0.81,0.8,0.81,0.21,61,63,16,14
Rodentia,order,Mammalia,class,all,614,AA,1,0.75,0.66,0.73,0.59,0.32,44,58,21,31
Rodentia,order,Mammalia,class,all,614,AA,2,0.809,0.77,0.75,0.79,0.25,59,59,20,16
Rodentia,order,Mammalia,class,all,614,AA,3,0.938,0.86,0.9,0.83,0.11,62,71,8,13
Rodentia,order,Mammalia,class,all,614,AA,4,0.919,0.86,0.76,0.96,0.21,72,60,19,3
Rodentia,order,Mammalia,class,all,614,PC,1,0.657,0.55,0.39,0.71,0.48,53,31,48,22
Rodentia,order,Mammalia,class,all,614,PC,2,0.753,0.69,0.7,0.69,0.32,52,55,24,23
Rodentia,order,Mammalia,class,all,614,PC,3,0.827,0.76,0.7,0.83,0.28,62,55,24,13
Rodentia,order,Mammalia,class,all,614,PC,4,0.838,0.75,0.73,0.77,0.27,58,58,21,17
Rodentia,order,Mammalia,class,all,614,PC,5,0.816,0.79,0.7,0.88,0.27,66,55,24,9
Rodentia,order,Mammalia,class,all,614,PC,6,0.923,0.84,0.76,0.93,0.21,70,60,19,5
Rodentia,order,Mammalia,class,all,614,Domains,0,0.841,0.81,0.91,0.71,0.12,53,72,7,22
Mammalia,class,Chordata,phylum,all,771,DNA,1,0.482,0.5,0.62,0.37,0.51,35,61,37,60
Mammalia,class,Chordata,phylum,all,771,DNA,2,0.738,0.68,0.56,0.81,0.36,77,55,43,18
Mammalia,class,Chordata,phylum,all,771,DNA,3,0.792,0.75,0.7,0.8,0.28,76,69,29,19
Mammalia,class,Chordata,phylum,all,771,DNA,4,0.779,0.7,0.68,0.72,0.31,68,67,31,27
Mammalia,class,Chordata,phylum,all,771,DNA,5,0.805,0.74,0.73,0.74,0.27,70,72,26,25
Mammalia,class,Chordata,phylum,all,771,DNA,6,0.895,0.82,0.81,0.83,0.19,79,79,19,16
Mammalia,class,Chordata,phylum,all,771,DNA,7,0.926,0.85,0.85,0.85,0.16,81,83,15,14
Mammalia,class,Chordata,phylum,all,771,DNA,8,0.934,0.87,0.89,0.85,0.12,81,87,11,14
Mammalia,class,Chordata,phylum,all,771,DNA,9,0.93,0.88,0.92,0.84,0.09,80,90,8,15
Mammalia,class,Chordata,phylum,all,771,AA,1,0.654,0.62,0.65,0.58,0.38,55,64,34,40
Mammalia,class,Chordata,phylum,all,771,AA,2,0.86,0.79,0.78,0.8,0.22,76,76,22,19
Mammalia,class,Chordata,phylum,all,771,AA,3,0.929,0.87,0.88,0.85,0.13,81,86,12,14
Mammalia,class,Chordata,phylum,all,771,AA,4,0.915,0.85,0.94,0.76,0.08,72,92,6,23
Mammalia,class,Chordata,phylum,all,771,PC,1,0.572,0.59,0.58,0.6,0.42,57,57,41,38
Mammalia,class,Chordata,phylum,all,771,PC,2,0.755,0.69,0.72,0.66,0.3,63,71,27,32
Mammalia,class,Chordata,phylum,all,771,PC,3,0.784,0.74,0.71,0.76,0.28,72,70,28,23
Mammalia,class,Chordata,phylum,all,771,PC,4,0.832,0.79,0.81,0.78,0.2,74,79,19,21
Mammalia,class,Chordata,phylum,all,771,PC,5,0.861,0.8,0.85,0.76,0.17,72,83,15,23
Mammalia,class,Chordata,phylum,all,771,PC,6,0.903,0.83,0.93,0.73,0.09,69,91,7,26
Mammalia,class,Chordata,phylum,all,771,Domains,0,0.891,0.85,0.9,0.81,0.11,77,88,10,18
Passeriformes,order,Aves,class,all,103,DNA,1,0.373,0.5,0.0,1.0,0.5,13,0,13,0
Passeriformes,order,Aves,class,all,103,DNA,2,0.479,0.5,0.46,0.54,0.5,7,6,7,6
Passeriformes,order,Aves,class,all,103,DNA,3,0.337,0.62,0.54,0.69,0.4,9,7,6,4
Passeriformes,order,Aves,class,all,103,DNA,4,0.166,0.81,0.85,0.77,0.17,10,11,2,3
Passeriformes,order,Aves,class,all,103,DNA,5,0.08,0.81,0.77,0.85,0.21,11,10,3,2
Passeriformes,order,Aves,class,all,103,DNA,6,0.817,0.77,0.92,0.62,0.11,8,12,1,5
Passeriformes,order,Aves,class,all,103,DNA,7,0.763,0.73,0.92,0.54,0.12,7,12,1,6
Passeriformes,order,Aves,class,all,103,DNA,8,0.722,0.69,0.92,0.46,0.14,6,12,1,7
Passeriformes,order,Aves,class,all,103,DNA,9,0.669,0.58,0.77,0.38,0.38,5,10,3,8
Passeriformes,order,Aves,class,all,103,AA,1,0.787,0.69,0.77,0.62,0.27,8,10,3,5
Passeriformes,order,Aves,class,all,103,AA,2,0.976,0.88,0.92,0.85,0.08,11,12,1,2
Passeriformes,order,Aves,class,all,103,AA,3,0.722,0.81,0.69,0.92,0.25,12,9,4,1
Passeriformes,order,Aves,class,all,103,AA,4,1.0,0.92,1.0,0.85,0.0,11,13,0,2
Passeriformes,order,Aves,class,all,103,PC,1,0.473,0.5,0.46,0.54,0.5,7,6,7,6
Passeriformes,order,Aves,class,all,103,PC,2,0.497,0.58,0.46,0.69,0.44,9,6,7,4
Passeriformes,order,Aves,class,all,103,PC,3,0.751,0.69,0.62,0.77,0.33,10,8,5,3
Passeriformes,order,Aves,class,all,103,PC,4,0.864,0.85,0.85,0.85,0.15,11,11,2,2
Passeriformes,order,Aves,class,all,103,PC,5,0.959,0.88,0.92,0.85,0.08,11,12,1,2
Passeriformes,order,Aves,class,all,103,PC,6,0.982,0.96,1.0,0.92,0.0,12,13,0,1
Passeriformes,order,Aves,class,all,103,Domains,0,0.716,0.73,0.77,0.69,0.25,9,10,3,4
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,1,0.524,0.54,0.67,0.43,0.4,3,4,2,4
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,2,0.238,0.38,0.67,0.14,0.67,1,4,2,6
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,3,0.714,0.54,0.83,0.29,0.33,2,5,1,5
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,4,0.476,0.46,0.5,0.43,0.5,3,3,3,4
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,5,0.143,0.69,0.67,0.71,0.29,5,4,2,2
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,6,0.881,0.77,1.0,0.57,0.0,4,6,0,3
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,7,0.833,0.62,1.0,0.29,0.0,2,6,0,5
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,8,0.762,0.62,1.0,0.29,0.0,2,6,0,5
Meleagris gallopavo,species,Phasianidae,family,all,51,DNA,9,0.667,0.62,0.83,0.43,0.25,3,5,1,4
Meleagris gallopavo,species,Phasianidae,family,all,51,AA,1,0.452,0.46,0.5,0.43,0.5,3,3,3,4
Meleagris gallopavo,species,Phasianidae,family,all,51,AA,2,0.571,0.62,0.5,0.71,0.38,5,3,3,2
Meleagris gallopavo,species,Phasianidae,family,all,51,AA,3,0.595,0.54,0.5,0.57,0.43,4,3,3,3
Meleagris gallopavo,species,Phasianidae,family,all,51,AA,4,0.667,0.54,0.17,0.86,0.45,6,1,5,1
Meleagris gallopavo,species,Phasianidae,family,all,51,PC,1,0.452,0.54,0.33,0.71,0.44,5,2,4,2
Meleagris gallopavo,species,Phasianidae,family,all,51,PC,2,0.405,0.46,0.33,0.57,0.5,4,2,4,3
Meleagris gallopavo,species,Phasianidae,family,all,51,PC,3,0.738,0.69,0.83,0.57,0.2,4,5,1,3
Meleagris gallopavo,species,Phasianidae,family,all,51,PC,4,0.595,0.69,0.67,0.71,0.29,5,4,2,2
Meleagris gallopavo,species,Phasianidae,family,all,51,PC,5,0.69,0.62,0.33,0.86,0.4,6,2,4,1
Meleagris gallopavo,species,Phasianidae,family,all,51,PC,6,0.69,0.54,0.17,0.86,0.45,6,1,5,1
Meleagris gallopavo,species,Phasianidae,family,all,51,Domains,0,0.452,0.38,0.33,0.43,0.57,3,2,4,4
Gallus gallus,species,Galliformes,order,all,68,DNA,1,0.5,0.47,0.38,0.56,0.5,5,3,5,4
Gallus gallus,species,Galliformes,order,all,68,DNA,2,0.597,0.41,0.5,0.33,0.57,3,4,4,6
Gallus gallus,species,Galliformes,order,all,68,DNA,3,0.417,0.65,0.75,0.56,0.29,5,6,2,4
Gallus gallus,species,Galliformes,order,all,68,DNA,4,0.514,0.59,0.75,0.44,0.33,4,6,2,5
Gallus gallus,species,Galliformes,order,all,68,DNA,5,0.514,0.59,0.75,0.44,0.33,4,6,2,5
Gallus gallus,species,Galliformes,order,all,68,DNA,6,0.556,0.47,0.5,0.44,0.5,4,4,4,5
Gallus gallus,species,Galliformes,order,all,68,DNA,7,0.549,0.47,0.5,0.44,0.5,4,4,4,5
Gallus gallus,species,Galliformes,order,all,68,DNA,8,0.681,0.71,0.62,0.78,0.3,7,5,3,2
Gallus gallus,species,Galliformes,order,all,68,DNA,9,0.583,0.53,0.12,0.89,0.47,8,1,7,1
Gallus gallus,species,Galliformes,order,all,68,AA,1,0.472,0.53,0.75,0.33,0.4,3,6,2,6
Gallus gallus,species,Galliformes,order,all,68,AA,2,0.375,0.65,0.75,0.56,0.29,5,6,2,4
Gallus gallus,species,Galliformes,order,all,68,AA,3,0.674,0.71,0.5,0.89,0.33,8,4,4,1
Gallus gallus,species,Galliformes,order,all,68,AA,4,0.681,0.65,0.38,0.89,0.38,8,3,5,1
Gallus gallus,species,Galliformes,order,all,68,PC,1,0.549,0.47,0.62,0.33,0.5,3,5,3,6
Gallus gallus,species,Galliformes,order,all,68,PC,2,0.285,0.65,0.75,0.56,0.29,5,6,2,4
Gallus gallus,species,Galliformes,order,all,68,PC,3,0.389,0.59,0.62,0.56,0.38,5,5,3,4
Gallus gallus,species,Galliformes,order,all,68,PC,4,0.59,0.65,0.5,0.78,0.36,7,4,4,2
Gallus gallus,species,Galliformes,order,all,68,PC,5,0.597,0.71,0.5,0.89,0.33,8,4,4,1
Gallus gallus,species,Galliformes,order,all,68,PC,6,0.681,0.65,0.38,0.89,0.38,8,3,5,1
Gallus gallus,species,Galliformes,order,all,68,Domains,0,0.41,0.53,0.38,0.67,0.45,6,3,5,3
Phasianidae,family,Aves,class,all,193,DNA,1,0.338,0.61,0.56,0.67,0.41,16,14,11,8
Phasianidae,family,Aves,class,all,193,DNA,2,0.57,0.55,0.52,0.58,0.46,14,13,12,10
Phasianidae,family,Aves,class,all,193,DNA,3,0.515,0.55,0.48,0.62,0.46,15,12,13,9
Phasianidae,family,Aves,class,all,193,DNA,4,0.603,0.55,0.56,0.54,0.46,13,14,11,11
Phasianidae,family,Aves,class,all,193,DNA,5,0.717,0.69,0.72,0.67,0.3,16,18,7,8
Phasianidae,family,Aves,class,all,193,DNA,6,0.698,0.67,0.76,0.58,0.3,14,19,6,10
Phasianidae,family,Aves,class,all,193,DNA,7,0.707,0.69,0.76,0.62,0.29,15,19,6,9
Phasianidae,family,Aves,class,all,193,DNA,8,0.755,0.73,0.76,0.71,0.26,17,19,6,7
Phasianidae,family,Aves,class,all,193,DNA,9,0.713,0.69,0.6,0.79,0.34,19,15,10,5
Phasianidae,family,Aves,class,all,193,AA,1,0.515,0.49,0.64,0.33,0.53,8,16,9,16
Phasianidae,family,Aves,class,all,193,AA,2,0.713,0.63,0.64,0.62,0.38,15,16,9,9
Phasianidae,family,Aves,class,all,193,AA,3,0.698,0.67,0.68,0.67,0.33,16,17,8,8
Phasianidae,family,Aves,class,all,193,AA,4,0.72,0.63,0.44,0.83,0.41,20,11,14,4
Phasianidae,family,Aves,class,all,193,PC,1,0.54,0.45,0.52,0.38,0.57,9,13,12,15
Phasianidae,family,Aves,class,all,193,PC,2,0.557,0.51,0.6,0.42,0.5,10,15,10,14
Phasianidae,family,Aves,class,all,193,PC,3,0.75,0.65,0.56,0.75,0.38,18,14,11,6
Phasianidae,family,Aves,class,all,193,PC,4,0.822,0.69,0.6,0.79,0.34,19,15,10,5
Phasianidae,family,Aves,class,all,193,PC,5,0.673,0.63,0.52,0.75,0.4,18,13,12,6
Phasianidae,family,Aves,class,all,193,PC,6,0.733,0.63,0.52,0.75,0.4,18,13,12,6
Phasianidae,family,Aves,class,all,193,Domains,0,0.614,0.61,0.76,0.46,0.35,11,19,6,13
Galliformes,order,Aves,class,all,212,DNA,1,0.714,0.51,1.0,0.0,NA,0,27,0,26
Galliformes,order,Aves,class,all,212,DNA,2,0.599,0.62,0.67,0.58,0.38,15,18,9,11
Galliformes,order,Aves,class,all,212,DNA,3,0.638,0.64,0.7,0.58,0.35,15,19,8,11
Galliformes,order,Aves,class,all,212,DNA,4,0.638,0.58,0.67,0.5,0.41,13,18,9,13
Galliformes,order,Aves,class,all,212,DNA,5,0.751,0.74,0.81,0.65,0.23,17,22,5,9
Galliformes,order,Aves,class,all,212,DNA,6,0.768,0.79,0.85,0.73,0.17,19,23,4,7
Galliformes,order,Aves,class,all,212,DNA,7,0.789,0.75,0.85,0.65,0.19,17,23,4,9
Galliformes,order,Aves,class,all,212,DNA,8,0.833,0.75,0.78,0.73,0.24,19,21,6,7
Galliformes,order,Aves,class,all,212,DNA,9,0.785,0.68,0.67,0.69,0.33,18,18,9,8
Galliformes,order,Aves,class,all,212,AA,1,0.543,0.53,0.67,0.38,0.47,10,18,9,16
Galliformes,order,Aves,class,all,212,AA,2,0.737,0.68,0.67,0.69,0.33,18,18,9,8
Galliformes,order,Aves,class,all,212,AA,3,0.758,0.7,0.7,0.69,0.31,18,19,8,8
Galliformes,order,Aves,class,all,212,AA,4,0.887,0.77,0.7,0.85,0.27,22,19,8,4
Galliformes,order,Aves,class,all,212,PC,1,0.452,0.49,0.67,0.31,0.53,8,18,9,18
Galliformes,order,Aves,class,all,212,PC,2,0.597,0.64,0.63,0.65,0.37,17,17,10,9
Galliformes,order,Aves,class,all,212,PC,3,0.783,0.77,0.81,0.73,0.21,19,22,5,7
Galliformes,order,Aves,class,all,212,PC,4,0.748,0.75,0.74,0.77,0.26,20,20,7,6
Galliformes,order,Aves,class,all,212,PC,5,0.846,0.77,0.7,0.85,0.27,22,19,8,4
Galliformes,order,Aves,class,all,212,PC,6,0.889,0.79,0.74,0.85,0.24,22,20,7,4
Galliformes,order,Aves,class,all,212,Domains,0,0.731,0.7,0.78,0.62,0.27,16,21,6,10
Anas,genus,Aves,class,all,76,DNA,1,0.344,0.63,0.4,0.89,0.43,8,4,6,1
Anas,genus,Aves,class,all,76,DNA,2,0.767,0.63,0.6,0.67,0.4,6,6,4,3
Anas,genus,Aves,class,all,76,DNA,3,0.9,0.84,0.9,0.78,0.12,7,9,1,2
Anas,genus,Aves,class,all,76,DNA,4,0.767,0.63,0.6,0.67,0.4,6,6,4,3
Anas,genus,Aves,class,all,76,DNA,5,0.778,0.63,0.5,0.78,0.42,7,5,5,2
Anas,genus,Aves,class,all,76,DNA,6,0.756,0.63,0.6,0.67,0.4,6,6,4,3
Anas,genus,Aves,class,all,76,DNA,7,0.733,0.63,0.6,0.67,0.4,6,6,4,3
Anas,genus,Aves,class,all,76,DNA,8,0.7,0.79,0.9,0.67,0.14,6,9,1,3
Anas,genus,Aves,class,all,76,DNA,9,0.722,0.79,1.0,0.56,0.0,5,10,0,4
Anas,genus,Aves,class,all,76,AA,1,0.578,0.53,0.2,0.89,0.5,8,2,8,1
Anas,genus,Aves,class,all,76,AA,2,0.656,0.68,0.8,0.56,0.29,5,8,2,4
Anas,genus,Aves,class,all,76,AA,3,0.678,0.68,0.8,0.56,0.29,5,8,2,4
Anas,genus,Aves,class,all,76,AA,4,0.656,0.74,0.9,0.56,0.17,5,9,1,4
Anas,genus,Aves,class,all,76,PC,1,0.378,0.68,0.6,0.78,0.36,7,6,4,2
Anas,genus,Aves,class,all,76,PC,2,0.622,0.68,0.7,0.67,0.33,6,7,3,3
Anas,genus,Aves,class,all,76,PC,3,0.678,0.74,0.8,0.67,0.25,6,8,2,3
Anas,genus,Aves,class,all,76,PC,4,0.622,0.63,0.7,0.56,0.38,5,7,3,4
Anas,genus,Aves,class,all,76,PC,5,0.678,0.68,0.8,0.56,0.29,5,8,2,4
Anas,genus,Aves,class,all,76,PC,6,0.778,0.74,0.9,0.56,0.17,5,9,1,4
Anas,genus,Aves,class,all,76,Domains,0,0.389,0.53,0.3,0.78,0.5,7,3,7,2
